age,education,marital_status,worker_class,occupation_code,hours_per_week,sex,race,income,state,income_estimate_from_peers
40,9.0,Never married,"Self-employed, unincorporated",8990,40.0,Male,8,34000.0,6,28177.0
45,22.0,Married,"Self-employed, incorporated",2751,40.0,Male,1,10200.0,6,14169.0
23,19.0,Never married,"Private, for-profit",5610,40.0,Male,2,15000.0,6,17172.0
55,,Married,"Private, for-profit",7750,40.0,Male,6,58000.0,6,55767.0
65,21.0,Married,"Private, for-profit",220,35.0,Female,1,110000.0,6,105161.0
29,22.0,Married,"Private, for-profit",800,40.0,Female,6,93000.0,6,101814.0
58,22.0,Married,Federal government,5540,40.0,Female,6,62000.0,6,66592.0
25,20.0,Never married,"Private, for-profit",9600,40.0,Male,2,20000.0,6,10546.0
55,16.0,Divorced,"Private, for-profit",6200,40.0,Male,1,28000.0,6,24173.0
34,20.0,Married,"Private, for-profit",540,40.0,Female,1,60000.0,6,56483.0
18,,Never married,"Private, for-profit",6230,25.0,Female,9,10000.0,6,9667.0
62,16.0,Never married,Local government,4055,33.0,Female,1,22700.0,6,27285.0
73,22.0,Married,"Self-employed, unincorporated",20,30.0,Male,1,195000.0,6,197530.0
54,20.0,Married,"Private, for-profit",4720,35.0,Male,6,34000.0,6,33942.0
53,22.0,Married,"Self-employed, unincorporated",2360,40.0,Male,6,50600.0,6,51182.0
50,19.0,Divorced,"Private, for-profit",4600,40.0,Female,9,51000.0,6,51144.0
26,21.0,Never married,"Private, for-profit",5720,40.0,Female,1,28000.0,6,24977.0
40,22.0,Never married,Local government,350,40.0,Male,1,60000.0,6,57668.0
18,16.0,Never married,"Private, for-profit",4720,10.0,Female,1,3000.0,6,-67.0
18,4.0,Never married,"Private, for-profit",6050,40.0,Male,3,25000.0,6,26530.0
57,20.0,Divorced,"Self-employed, unincorporated",8500,55.0,Male,1,60000.0,6,58821.0
62,21.0,Married,"Self-employed, incorporated",4840,60.0,Male,1,120000.0,6,114481.0
18,16.0,Never married,"Private, for-profit",4055,12.0,Female,2,400.0,6,-393.0
53,18.0,Married,State government,5220,60.0,Male,2,41000.0,6,50121.0
21,,Never married,"Private, for-profit",4010,35.0,Male,6,9600.0,6,14202.0
61,18.0,Married,"Private, for-profit",6200,40.0,Male,1,70000.0,6,78053.0
71,24.0,Divorced,"Self-employed, unincorporated",4920,25.0,Male,1,27700.0,6,33027.0
41,19.0,Married,State government,6410,40.0,Male,1,70000.0,6,73158.0
52,19.0,Married,Local government,7000,40.0,Male,2,121000.0,6,124026.0
66,22.0,Married,"Self-employed, incorporated",9150,26.0,Male,1,41700.0,6,51990.0
25,,Never married,"Private, for-profit",4110,20.0,Female,1,20000.0,6,26665.0
40,21.0,Never married,"Private, for-profit",2710,50.0,Male,1,170000.0,6,169168.0
59,22.0,Married,State government,440,40.0,Female,2,150000.0,6,152525.0
38,21.0,Married,"Private, for-profit",5400,40.0,Female,1,40000.0,6,37898.0
29,22.0,Married ,"Private, for-profit",800,50.0,Female,1,90000.0,6,102839.0
35,21.0,Never married,Local government,2310,40.0,Male,1,45000.0,6,50716.0
63,,Married,Federal government,5740,40.0,Female,1,24000.0,6,27443.0
55,22.0,Married,"Private, for-profit",4920,,Male,1,325000.0,6,321167.0
39,22.0,Married,"Private, for-profit",110,40.0,female,1,180000.0,6,172890.0
36,21.0,Separated,"Private, for-profit",650,50.0,Male,9,115000.0,6,116791.0
33,21.0,Married,"Private, for-profit",5120,,Female,6,80200.0,6,84979.0
56,23.0,Married,"Private, for-profit",3250,40.0,Female,1,200000.0,6,201989.0
42,22.0,Married,"Private, non-profit",440,38.0,Female,1,68000.0,6,64604.0
24,21.0,Never married,"Private, for-profit",2310,26.0,Female,6,2000.0,6,-2305.0
20,,Never married,"Private, for-profit",2545,15.0,Female,1,5000.0,6,9556.0
66,22.0,Widowed,"Private, non-profit",3255,40.0,Female,1,,6,
51,20.0,Married,"Private, for-profit",3602,30.0,MALE,8,12000.0,6,11112.0
39,19.0,Never married,"Private, for-profit",4525,35.0,Female,1,24000.0,6,27671.0
64,16.0,Married,State government,2861,40.0,Male,1,92000.0,6,95928.0
38,21.0,Never married,"Private, for-profit",4920,40.0,Female,1,98000.0,6,95019.0
50,16.0,Married,"Private, for-profit",4020,66.0,Male,6,30000.0,6,30580.0
23,17.0,Never married,"Private, for-profit",2350,10.0,Male,2,220.0,6,2057.0
38,19.0,Never married,Local government,5320,32.0,Male,8,55000.0,6,43356.0
53,16.0,Divorced,"Private, for-profit",4020,30.0,Female,1,2100.0,6,1776.0
46,,Married,"Private, for-profit",705,50.0,Female,6,200000.0,6,193519.0
36,21.0,Married,Local government,3740,56.0,Male,1,,6,
60,12.0,Widowed,"Private, for-profit",7200,32.0,Male,1,18000.0,6,21236.0
31,19.0,Married,"Private, for-profit",120,,Female,1,30000.0,6,26024.0
47,18.0,Married,"Private, for-profit",4700,52.0,Male,1,65000.0,6,66333.0
23,21.0,Never married,"Private, for-profit",4920,40.0,Female,1,20000.0,6,21842.0
55,19.0,Married,"Private, for-profit",4055,40.0,Female,1,20000.0,6,23811.0
47,20.0,Married ,"Self-employed, incorporated",4710,60.0,Male,1,126000.0,6,128610.0
29,21.0,Never married,"Private, for-profit",440,60.0,Male,1,65000.0,6,68293.0
56,23.0,Married,Federal government,2205,40.0,Male,1,235000.0,6,236363.0
60,16.0,Divorced,"Private, for-profit",4622,15.0,Male,1,30000.0,6,38359.0
28,19.0,Married,"Private, for-profit",6260,50.0,Female,1,125000.0,6,117761.0
57,23.0,Never married,"Private, for-profit",5240,40.0,Male,1,35000.0,6,36489.0
26,21.0,Never married,"Private, for-profit",3310,35.0,Female,8,17500.0,6,16675.0
32,20.0,Married,"Private, for-profit",5740,40.0, Female,1,36600.0,6,41607.0
31,16.0,Never married,Local government,2545,20.0,Male,8,5600.0,6,10770.0
35,,Married,"Private, for-profit",6050,60.0,Male,1,500000.0,6,506875.0
62,22.0,Married,"Private, for-profit",20,65.0,Male,6,40000.0,6,40068.0
26,13.0,Married,"Private, for-profit",3603,48.0,Female,8,6500.0,6,6912.0
38,21.0,Never married,"Private, for-profit",4850,50.0,Female,1,176000.0,6,166670.0
64,23.0,Married,"Self-employed, incorporated",3090,40.0,Male,1,231100.0,6,233780.0
38,19.0,Divorced,"Private, for-profit",6250,40.0,Male,1,25200.0,6,19858.0
43,21.0,Married,"Private, for-profit",350,40.0,Female,1,100000.0,6,91854.0
54,19.0,Never married,"Private, for-profit",4700,40.0,Female,1,39000.0,6,39145.0
64,13.0,Married,"Self-employed, incorporated",4010,58.0,Male,1,38000.0,6,45034.0
44,19.0,Married,Local government,3710,40.0,Female,1,80000.0,6,80374.0
37,21.0,Never married,"Private, for-profit",705,40.0,Male,1,40900.0,6,44646.0
52,20.0,Married,"Private, for-profit",350,50.0,Female,1,60000.0,6,60049.0
21,19.0,Never married,"Private, for-profit",4655,40.0,Female,1,25000.0,6,23362.0
38,,Married,"Private, for-profit",310,60.0,Female,1,121000.0,6,119071.0
54,12.0,Never married,"Private, for-profit",4020,40.0,Female,8,35000.0,6,31901.0
68,21.0,Widowed,"Self-employed, incorporated",10,40.0,Female,1,177100.0,6,174869.0
53,16.0,Divorced,"Private, for-profit",4020,-1.0,Female,6,18000.0,6,23477.0
40,21.0,Married,"Private, for-profit",20,50.0,Male,1,140000.0,6,140740.0
30,16.0,Never married,"Private, for-profit",8800,40.0,Male,8,30000.0,6,38065.0
56,21.0,Married,"Self-employed, unincorporated",5840,40.0,Male,1,372000.0,6,373132.0
55,,Never married,Federal government,440,49.0,Male,1,52000.0,6,40146.0
26,,Never married,"Private, for-profit",4110,25.0,FEMALE,6,18200.0,6,18601.0
67,19.0,Divorced,"Self-employed, incorporated",810,30.0,Female,1,51600.0,6,54393.0
36,19.0,Married,"Private, for-profit",540,50.0,Female,8,40000.0,6,41391.0
32,16.0,Never married ,"Private, for-profit",7420,50.0,Male,8,40000.0,6,35493.0
33,21.0,Married,"Private, for-profit",1032,40.0,Female,9,95400.0,6,99276.0
48,,Separated,"Private, for-profit",2810,40.0,Male,1,105000.0,6,100436.0
35,18.0,Never married,Federal government,5550,40.0,Male,6,60000.0,6,53904.0
22,,Never married,Federal government,2012,42.0,Male,2,7300.0,6,4851.0
29,16.0,Never married,"Private, for-profit",8630,70.0,Male,2,52000.0,6,49132.0
21,16.0,Never married,"Private, for-profit",4720,40.0,Female,1,8500.0,6,6731.0
46,9.0,Married,"Self-employed, unincorporated",4251,40.0,Male,1,22000.0,6,25475.0
42,16.0,Separated,"Private, for-profit",120,40.0,Female,1,50000.0,6,46073.0
56,21.0,Married,"Private, for-profit",1006,,Female,1,150000.0,6,143451.0
38,21.0,Married,"Self-employed, incorporated",4000,50.0,Male,1,125000.0,6,125412.0
45,18.0,Married,"Private, for-profit",220,60.0,Male,1,83000.0,6,85319.0
48,9.0,Married ,"Private, for-profit",7750,40.0,Female,1,,6,
74,21.0,Married,"Private, for-profit",3602,40.0,Female,6,15600.0,6,13874.0
54,20.0,Married,Local government,5710,40.0,Female,9,75000.0,6,75541.0
32,21.0,Married,"Self-employed, incorporated",4710,40.0,Male,6,36000.0,6,40732.0
63,22.0,Never married,"Private, non-profit",440,50.0,Female,1,189000.0,6,184545.0
20,16.0,Never married,"Private, for-profit",5860,20.0,Male,6,2000.0,6,1281.0
79,,Divorced,Local government,2310,8.0,Female,1,15200.0,6,21457.0
42,20.0,Married,"Private, for-profit",800,40.0,Female,1,50000.0,6,52874.0
22,19.0,Married,"Private, for-profit",5240,40.0,Male,8,12300.0,6,12392.0
72,16.0,Married,"Private, for-profit",3630,35.0,Female,1,5000.0,6,3433.0
55,16.0,Married,"Private, for-profit",9645,40.0,Male,2,120000.0,6,118692.0
28,21.0,Married,"Private, for-profit",2205,40.0,Male ,1,15000.0,6,20048.0
22,21.0,Married,Local government,3840,35.0,Female,1,24200.0,6,23577.0
63,18.0,Married,"Private, for-profit",4210,40.0,Male,1,66000.0,6,70472.0
40,18.0,Married,"Private, for-profit",9600,40.0,Male,1,25000.0,6,32712.0
34,22.0,Married,"Private, for-profit",705,15.0,Female,1,800.0,6,-10416.0
47,16.0,Never married,"Private, for-profit",8320,40.0,Female,6,33000.0,6,25867.0
20,18.0,Never married,"Private, for-profit",9645,24.0,Male,6,9100.0,6,6977.0
30,16.0,Separated,"Self-employed, unincorporated",205,40.0,Male,1,13000.0,6,12440.0
60,22.0,Widowed,"Private, non-profit",230,45.0,Female,1,117000.0,6,117665.0
67,19.0,Divorced,"Private, for-profit",4700,40.0, Female,1,78400.0,6,82599.0
30,22.0,Married,"Private, for-profit",136,40.0,Female,1,75000.0,6,74197.0
28,21.0,Never married,"Private, for-profit",705,55.0,Female,1,90000.0,6,88136.0
22,19.0,Never married,"Private, for-profit",4040,30.0,Female,1,12000.0,6,12999.0
36,21.0,Married,Federal government,9800,40.0,Male,9,100000.0,6,90531.0
46,21.0,Married,"Private, for-profit",1530,40.0,Male,1,155000.0,6,156498.0
47,19.0,Married,Local government,3710,40.0,Male,8,129000.0,6,124703.0
55,16.0,Married,Local government,3500,35.0,Female,1,37600.0,6,36502.0
18,15.0,Never married,"Private, for-profit",4055,20.0,Female,1,1100.0,6,-9141.0
38,12.0,Married,"Self-employed, unincorporated",4600,40.0,Female,1,30000.0,6,31554.0
25,18.0,Never married,State government,2545,,Female,8,17800.0,6,16800.0
19,16.0,Never married,"Self-employed, unincorporated",6260,36.0,Male,1,2000.0,6,-1104.0
54,20.0,Married,"Private, for-profit",1305,25.0,Female,6,50000.0,6,47149.0
34,19.0,Never married,"Private, for-profit",4940,40.0,Male,1,24000.0,6,17905.0
27,,Never married,"Private, for-profit",9620,20.0,Female,2,8000.0,6,10507.0
38,12.0,Never married,"Private, for-profit",9600,40.0,Male,1,30000.0,6,32923.0
57,21.0,Married,"Private, for-profit",4760,80.0,Male,1,120010.0,6,119919.0
49,20.0,Married,"Private, for-profit",4522,,Female,1,8000.0,6,6829.0
28,21.0,Never married,"Private, non-profit",2060,29.0,Male,1,21000.0,6,19365.0
62,20.0,Married,"Private, for-profit",4720,40.0,Male,1,52000.0,6,48928.0
42,24.0,Married,"Private, for-profit",1650,-1.0,Male,6,100000.0,6,96375.0
22,16.0,Never married,"Private, for-profit",1050,20.0,Male,6,5000.0,6,2137.0
35,19.0,Married,"Private, for-profit",9640,40.0,Female,8,21800.0,6,27138.0
23,,Never married,"Private, for-profit",4720,25.0,Female,1,20000.0,6,11791.0
58,17.0,Divorced,"Private, for-profit",4220,40.0,Male,8,9600.0,6,2910.0
33,21.0,Married,"Private, for-profit",4840,40.0,Female,1,115050.0,6,120791.0
59,,Married,Local government,800,40.0,Female,1,52000.0,6,46499.0
25,22.0,Never married,"Private, for-profit",1240,40.0,Female,6,90000.0,6,92576.0
23,19.0,Never married,"Private, non-profit",726,20.0,Male,1,1000.0,6,4945.0
24,16.0,Never married,"Private, for-profit",9130,40.0,Male,1,23000.0,6,22587.0
46,19.0,Married,Local government,2861,20.0,FEMALE,8,8400.0,6,7581.0
26,16.0,Never married ,"Private, for-profit",9620,30.0,Male,1,18000.0,6,28970.0
42,19.0,Married,"Private, for-profit",9130,40.0,Male,8,90000.0,6,92387.0
64,22.0,Married,"Private, for-profit",120,50.0,Male,1,176000.0,6,179401.0
36,16.0,Married,"Private, for-profit",5330,40.0,Female,1,60000.0,6,58617.0
37,19.0,Married,"Private, for-profit",1050,40.0,Male,1,50000.0,6,52964.0
42,21.0,Divorced,"Private, for-profit",5820,40.0,Female,6,28000.0,6,28330.0
40,18.0,Married,"Private, for-profit",4010,28.0,Male,6,20000.0,6,14959.0
21,21.0,Never married,"Private, non-profit",1970,65.0,Male,9,44800.0,6,35076.0
48,21.0,Married,State government,2320,40.0,Male,8,78000.0,6,73445.0
50,15.0,Married ,"Private, for-profit",7330,40.0,Male,8,75000.0,6,76790.0
27,22.0,Never married,"Private, for-profit",5240,40.0,Female,1,41000.0,6,36493.0
64,21.0,Divorced,"Private, for-profit",140,40.0,Male,9,60000.0,6,54408.0
54,23.0,Married,Local government,3090,50.0,Male,1,500000.0,6,507948.0
49,22.0,Married,"Private, non-profit",1650,40.0,Female,1,86200.0,6,93584.0
64,16.0,Married,"Private, non-profit",630,40.0,Male,8,107000.0,6,105367.0
41,22.0,Married,Local government,230,40.0,Male,1,100000.0,6,100482.0
34,22.0,Married,Local government,2011,40.0,Female,1,73000.0,6,66307.0
27,20.0,Never married,"Private, for-profit",6442,42.0,Male,2,28000.0,6,24585.0
31,22.0,Married,"Private, non-profit",3245,40.0,Female,1,60000.0,6,61228.0
32,21.0,Married,"Private, for-profit",120,40.0,Female,1,65000.0,6,68906.0
26,20.0,Never married,"Self-employed, incorporated",4720,30.0,Female,8,15100.0,6,24029.0
55,20.0,Never married,"Private, for-profit",4760,36.0,Male,1,38000.0,6,34110.0
61,21.0,Married,"Self-employed, incorporated",6355,60.0,Male,1,,6,
39,16.0,Married,"Private, for-profit",4010,40.0,Male,1,40000.0,6,43671.0
31,19.0,Never married,"Private, for-profit",9600,40.0,Male,6,15000.0,6,20682.0
22,19.0,Never married,"Private, for-profit",4760,20.0,Male,1,12000.0,6,12962.0
54,18.0,Married,"Self-employed, unincorporated",4220,30.0,Male,6,50000.0,6,50597.0
53,20.0,Never married,Local government,800,40.0,Female,2,52000.0,6,53893.0
28,20.0,Never married,"Private, for-profit",5140,40.0,Female,2,53000.0,6,60202.0
55,1.0,Married,"Private, for-profit",9005,40.0,Male,8,33600.0,6,39303.0
23,19.0,Never married,"Private, for-profit",4760,45.0,Male ,8,30000.0,6,33426.0
40,12.0,Married,"Self-employed, unincorporated",9130,58.0,Male,6,50100.0,6,54641.0
68,16.0,Married,"Private, non-profit",630,40.0,Female,8,38000.0,6,34841.0
56,9.0,Married,"Private, for-profit",8225,60.0,Female,1,40000.0,6,37183.0
68,16.0,Married,"Private, for-profit",140,40.0,Male,8,64400.0,6,61203.0
35,20.0,Married,Local government,630,40.0,Female,6,84000.0,6,86560.0
66,20.0,Widowed,"Private, for-profit",3255,20.0,Female,1,52500.0,6,54858.0
38,20.0,Married,"Private, non-profit",705,40.0,Male,1,70000.0,6,69659.0
39,22.0,Married,"Private, for-profit",1021,40.0,Female,6,150000.0,6,153659.0
54,9.0,Separated,"Private, for-profit",3601,40.0,Female,8,17000.0,6,17556.0
21,19.0,Never married,"Private, for-profit",4720,20.0,Female,1,11000.0,6,13683.0
45,21.0,Divorced ,Local government,300,50.0,Male,9,155000.0,6,162924.0
38,21.0,Divorced,"Private, for-profit",600,40.0,Male,9,65000.0,6,62329.0
51,21.0,Married,"Private, for-profit",2310,40.0,Female,1,84000.0,6,90080.0
29,21.0,Married,"Private, for-profit",8740,40.0,Female,6,90000.0,6,85318.0
63,16.0,Divorced,"Private, for-profit",2640,32.0,Male,1,49000.0,6,44676.0
43,,Married,"Private, for-profit",1530,40.0,Female,6,240000.0,6,243569.0
29,19.0,Never married,"Private, for-profit",440,40.0,Male,8,56000.0,6,56702.0
38,19.0,Married,"Private, for-profit",7340,50.0,Male,1,50000.0,6,49145.0
58,18.0,Married,"Self-employed, incorporated",800,50.0,Male,6,,6,
23,19.0,Never married,"Private, non-profit",4220,3.0,Male,1,100.0,6,-2401.0
72,21.0,Married,"Self-employed, unincorporated",5940,30.0,Male,1,73200.0,6,72062.0
23,21.0,Never married,"Private, for-profit",1530,55.0,Male,6,125000.0,6,119438.0
26,21.0,Never married,"Private, for-profit",3603,40.0,Female,8,45000.0,6,42714.0
57,21.0,Married,"Self-employed, incorporated",6260,40.0,Male,1,40000.0,6,37716.0
67,21.0,Married,"Private, for-profit",5820,,Male,1,113400.0,6,119095.0
22,21.0,Never married,"Private, for-profit",3648,40.0,Female,6,20000.0,6,19236.0
18,16.0,Never married,"Private, for-profit",3645,20.0,Female,8,15000.0,6,18757.0
47,16.0,Never married,"Private, for-profit",4120,49.0,Female,6,38000.0,6,42198.0
52,21.0,Married,"Private, for-profit",4760,40.0,Female,9,60000.0,6,56137.0
22,14.0,Never married,"Private, for-profit",4230,-1.0,FEMALE,8,30000.0,6,20861.0
50,20.0,Married,Local government,20,80.0,Male,6,84000.0,6,85441.0
55,21.0,Married,"Self-employed, incorporated",10,80.0,Male,1,342000.0,6,339771.0
45,14.0,Divorced,"Private, for-profit",7200,40.0,Male,1,60000.0,6,62558.0
27,1.0,Separated,"Private, for-profit",4140,40.0,Male,8,40000.0,6,41360.0
56,21.0,Never married,"Private, for-profit",910,40.0,Female,1,107020.0,6,109246.0
35,16.0,Divorced,"Private, for-profit",6410,35.0,Male,1,12000.0,6,8760.0
48,21.0,Married,"Private, for-profit",4720,37.0,Female,7,32000.0,6,31836.0
21,19.0,Never married,"Private, for-profit",5860,20.0,Male,9,1000.0,6,-3530.0
35,21.0,Married,"Private, non-profit",2040,40.0,Male,1,18000.0,6,19690.0
51,21.0,Married,"Private, for-profit",120,50.0,Female,1,100000.0,6,101498.0
32,,Married,"Private, for-profit",735,40.0,Female,1,20000.0,6,16112.0
61,16.0,Divorced,Local government,4010,35.0,Female,1,18000.0,6,21247.0
44,21.0,Married,"Self-employed, incorporated",800,40.0,Male,1,,6,
18,18.0,Never married,"Private, for-profit",4720,23.0,Female,1,22300.0,6,24299.0
45,,Married ,"Self-employed, unincorporated",800,45.0,Male,9,6000.0,6,14017.0
41,19.0,Never married,"Private, for-profit",2700,40.0,Male,1,5830.0,6,6285.0
57,22.0,Married,"Private, for-profit",230,50.0,Female,1,165000.0,6,163259.0
32,,Never married,"Self-employed, unincorporated",4220,35.0,Male,2,,6,
19,16.0,Never married,"Private, for-profit",4720,12.0,Female,8,1400.0,6,-1097.0
58,1.0,Married,"Self-employed, incorporated",4700,,Male,1,46600.0,6,36388.0
42,16.0,Married,"Private, for-profit",6442,40.0,Male,1,40000.0,6,42032.0
18,18.0,Never married,"Private, for-profit",4110,20.0,Female,1,4000.0,6,873.0
36,19.0,Married,"Private, for-profit",5000,,Female,1,80000.0,6,80409.0
26,22.0,Divorced,"Private, for-profit",3110,70.0,Male,1,50000.0,6,47990.0
59,16.0,Married,"Private, for-profit",8320,40.0,Male,8,,6,
34,22.0,Never married,"Private, for-profit",4850,50.0,Female,1,,6,
50,23.0,Married,"Private, for-profit",2100,40.0,Female,2,252000.0,6,250011.0
46,,Married,"Private, for-profit",3255,40.0,Female,6,30000.0,6,30033.0
49,,Married,"Private, for-profit",20,,Male,1,164600.0,6,154567.0
24,21.0,Never married,"Private, non-profit",420,40.0,Male,1,15000.0,6,17407.0
26,19.0,Never married,"Private, for-profit",4600,,Male,1,22000.0,6,16884.0
23,19.0,Never married,"Self-employed, unincorporated",4220,14.0,Male,8,5000.0,6,6106.0
26,20.0,Never married,"Private, for-profit",5940,40.0,Female,1,45000.0,6,48652.0
25,18.0,Separated,"Private, for-profit",4030,40.0,Male,9,32180.0,6,28015.0
21,19.0,Never married,"Private, for-profit",4110,20.0,Female,1,5000.0,6,-3180.0
34,21.0,Married,"Private, for-profit",3255,36.0,Female,6,90000.0,6,90006.0
21,16.0,Never married,"Private, for-profit",2722,25.0,Male,9,20000.0,6,14486.0
48,21.0,Married,"Self-employed, unincorporated",1530,50.0,Male,6,3000.0,6,6717.0
20,16.0,Never married,Local government,5260,10.0,Male,1,1000.0,6,-10306.0
43,,Separated,"Private, for-profit",7315,30.0,Male,6,35000.0,6,33409.0
62,21.0,Married,"Private, for-profit",1460,40.0,Male,6,125500.0,6,129872.0
56,22.0,Married,"Self-employed, unincorporated",4840,40.0,Male,1,,6,
31,12.0,Married,"Private, for-profit",4220,40.0,Male,8,22000.0,6,35568.0
